species_grp,order,family,species_code,common_name,scientific_name,count_2021,count_2020,count_5yr,cons_status,cons_score,cons_desc,diff,abs_diff,perc_diff,peak_month,native,description,image_url,website
birds,Podicipediformes,Podicipedidae: Grebes,pibgre,Pied-billed grebe,Podilymbus podiceps,77,7,84,Least Concern,0.8666666666666667,Significant increase in sightings from 2020-2021. High populations reported in last 5 years. Significant increase in population in last 5 years.,Positive,70,10,January,Native,"The pied-billed grebe (Podilymbus podiceps) is a species of the grebe family of water birds. Because the Atitlán grebe (Podilymbus gigas) has become extinct, the Pied-Billed Grebe is now the sole extant member of the genus Podilymbus.[2] The pied-billed grebe is primarily found in ponds throughout the Americas.[3] Other names of this grebe include American dabchick, rail, dabchick, Carolina grebe, devil-diver, dive-dapper, dipper, hell-diver, pied-billed dabchick, pied-bill, thick-billed grebe, and water witch.[4][5]",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Podilymbus-podiceps-001.jpg/220px-Podilymbus-podiceps-001.jpg,https://en.wikipedia.org/wiki/Pied-billed_grebe
birds,Passeriformes,"Cardinalidae: Tanagers, Cardinals, Grosbeaks & Dickcissels",westan,Western tanager,Piranga ludoviciana,16,8,26,Least Concern,0.65,Significant increase in sightings from 2020-2021. Significant increase in population in last 5 years.,Positive,8,1,December,Native,"The western tanager was illustrated and formally described by American ornithologist Alexander Wilson in 1811 under the binomial name Tanagra ludoviciana from a specimen collected on the Lewis and Clark Expedition (1803-1806).[2] The type locality is Kamiah, Idaho.[3][4] The specific epithet is from the Late Latin ludovicianus for ""Louis"". The name is from Louisiana, the 18th-century French administrative district of New France, rather than the modern state.[5] The western tanager is now placed in the genus Piranga that was introduced by French ornithologist Louis Jean Pierre Vieillot in 1808.[6][7] The species is monotypic; no subspecies are recognized.[7]",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Piranga_ludoviciana_female.jpg/220px-Piranga_ludoviciana_female.jpg,https://en.wikipedia.org/wiki/Western_tanager
birds,Anseriformes,"Anatidae: Swans, Geese & Ducks",hoomer,Hooded merganser,Lophodytes cucullatus,77,23,100,Least Concern,0.9333333333333332,Significant increase in sightings from 2020-2021. High populations reported in last 5 years. Significant increase in population in last 5 years.,Positive,54,2.347826086956522,January,Native,"Hooded mergansers are the second smallest species of merganser, with only the smew of Europe and Asia being smaller, and it also is the only merganser whose native habitat is restricted to North America.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Hooded_merganser_female_in_CP_%2840676%29.jpg/220px-Hooded_merganser_female_in_CP_%2840676%29.jpg,https://en.wikipedia.org/wiki/Hooded_merganser
birds,Anseriformes,"Anatidae: Swans, Geese & Ducks",norsho,Northern shoveler,Spatula clypeata,609,84,693,Least Concern,1,Significant increase in sightings from 2020-2021. Very high populations reported in last 5 years. Significant increase in population in last 5 years.,Positive,525,6.25,January,Native,"The northern shoveler (/ˈʃʌvələr/; Spatula clypeata), known simply in Britain as the shoveler,[2] is a common and widespread duck. It breeds in northern areas of Europe and across the Palearctic and across most of North America,[3] wintering in southern Europe, the Indian subcontinent, Southeast Asia, Central, the Caribbean, and northern South America. It is a rare vagrant to Australia. In North America, it breeds along the southern edge of Hudson Bay and west of this body of water, and as far south as the Great Lakes west to Colorado, Nevada, and Oregon.[4][5]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Northern_Shoveler-Anas_clypeata_female.jpg/220px-Northern_Shoveler-Anas_clypeata_female.jpg,https://en.wikipedia.org/wiki/Northern_shoveler
birds,Suliformes,Phalacrocoracidae (Cormorants and Shags),doccor,Double-crested cormorant,Phalacrocorax auritus,91,14,105,Least Concern,0.9333333333333332,Significant increase in sightings from 2020-2021. High populations reported in last 5 years. Significant increase in population in last 5 years.,Positive,77,5.5,December,Non Native,"The double-crested cormorant (Nannopterum auritum) is a member of the cormorant family of water birds. Its is found near rivers and lakes, and in coastal areas, and is widely distributed across North America, from the Aleutian Islands in Alaska down to Florida and Mexico. Measuring 70–90 cm (28–35 in) in length, it is entirely black except for a bare patch of orange-yellow facial skin and some extra plumage that it exhibits in the breeding season, when it grows a double crest in which black feathers are mingled with white. Five subspecies are recognized. It mainly eats fish and hunts by swimming and diving. Its feathers, like those of all cormorants, are not waterproof and it must spend time drying them out after spending time in the water. Once threatened by the use of DDT, the numbers of this bird have increased markedly in recent years.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Phalacrocorax-auritus-007.jpg/220px-Phalacrocorax-auritus-007.jpg,https://en.wikipedia.org/wiki/Double-crested_cormorant
birds,Cathartiformes,Cathartidae: New World Vultures,blkvul,Black vulture,Coragyps atratus,217,73,361,Least Concern,0.85,Significant increase in sightings from 2020-2021. High populations reported in last 5 years. Significant increase in population in last 5 years.,Positive,144,1.9726027397260273,February,Native,"The black vulture (Coragyps atratus), also known as the American black vulture, Mexican vulture, zopilote, urubu, or gallinazo, is a bird in the New World vulture family whose range extends from the northeastern United States to Peru, Central Chile and Uruguay in South America. Although a common and widespread species, it has a somewhat more restricted distribution than its compatriot, the turkey vulture, which breeds well into Canada and south to Tierra del Fuego.  It is the only extant member of the genus Coragyps, which is in the family Cathartidae. Despite the similar name and appearance, this species is unrelated to the Eurasian black vulture, an Old World vulture in the family Accipitridae (which includes eagles, hawks, kites, and harriers). It inhabits relatively open areas which provide scattered forests or shrublands. With a wingspan of 1.5 m (4.9 ft), the black vulture is a large bird, though relatively small for a vulture. It has black plumage, a featherless, grayish-black head and neck, and a short, hooked beak.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Coragyps_atratus_brasiliensis_Black_vulture_Bel%C3%A9m_01.jpg/220px-Coragyps_atratus_brasiliensis_Black_vulture_Bel%C3%A9m_01.jpg,https://en.wikipedia.org/wiki/Black_vulture
birds,Passeriformes,Tyrannidae: Tyrant Flycatchers,astfly,Ash-throated flycatcher,Myiarchus cinerascens,7,0,7,Least Concern,0.3333333333333333,Significant increase in population in last 5 years.,Positive,7,1,January,Native,The ash-throated flycatcher (Myiarchus cinerascens) is a passerine bird in the tyrant flycatcher family.,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Myiarchus_cinerascens.jpg/220px-Myiarchus_cinerascens.jpg,https://en.wikipedia.org/wiki/Ash-throated_flycatcher
birds,Pelecaniformes,"Ardeidae: Bitterns, Herons & Egrets",greegr,Great egret,Ardea alba,22,1,25,Least Concern,0.7999999999999999,Significant increase in sightings from 2020-2021. Significant increase in population in last 5 years.,Positive,21,21,December,Native,"The great egret (Ardea alba), also known as the common egret, large egret, or (in the Old World) great white egret[2] or great white heron[3][4][5] is a large, widely distributed egret, with four subspecies found in Asia, Africa, the Americas, and southern Europe, recently also spreading to more northern areas of Europe. Distributed across most of the tropical and warmer temperate regions of the world, it builds tree nests in colonies close to water.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Great_Egret_Breeding_Plumage.png/220px-Great_Egret_Breeding_Plumage.png,https://en.wikipedia.org/wiki/Great_egret
birds,Accipitriformes,Pandionidae: Osprey,osprey,Osprey,Pandion haliaetus,42,1,44,Least Concern,0.7999999999999999,Significant increase in sightings from 2020-2021. Significant increase in population in last 5 years.,Positive,41,41,March,Native,"The osprey /ˈɒspri, -preɪ/[2] (Pandion haliaetus), also called sea hawk, river hawk, and fish hawk, is a diurnal, fish-eating bird of prey with a cosmopolitan range. It is a large raptor reaching more than 60 cm (24 in) in length and 180 cm (71 in) across the wings. It is brown on the upperparts and predominantly greyish on the head and underparts.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/2010-kabini-osprey.jpg/220px-2010-kabini-osprey.jpg,https://en.wikipedia.org/wiki/Osprey
birds,Gruiformes,"Rallidae: Rails, Gallinules & Coots",y00475,American coot,Fulica americana,14,0,14,Least Concern,0.4,Significant increase in population in last 5 years.,Positive,14,1,March,Native,"The American coot (Fulica americana), also known as a mud hen or pouldeau, is a bird of the family Rallidae. Though commonly mistaken for ducks, American coots are only distantly related to ducks, belonging to a separate order. Unlike the webbed feet of ducks, coots have broad, lobed scales on their lower legs and toes that fold back with each step which facilitates walking on dry land.[2] Coots live near water, typically inhabiting wetlands and open water bodies in North America. Groups of coots are called covers[3] or rafts.[2] The oldest known coot lived to be 22 years old.[2]",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/American_coot_in_Prospect_Park_%2806152%29.jpg/220px-American_coot_in_Prospect_Park_%2806152%29.jpg,https://en.wikipedia.org/wiki/American_coot
birds,Anseriformes,"Anatidae: Swans, Geese & Ducks",buwtea,Blue-winged teal,Spatula discors,21,0,21,Least Concern,0.4666666666666666,Significant increase in population in last 5 years.,Positive,21,1,March,Native,"The blue-winged teal (Spatula discors) is a species of bird in the duck, goose, and swan family Anatidae. One of the smaller members of the dabbling duck group, it occurs in North America, where it breeds from southern Alaska to Nova Scotia, and south to northern Texas. It winters along the Pacific and Atlantic coasts and south into the Caribbean islands and Central America.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Blue-Winged_Teal.jpg/220px-Blue-Winged_Teal.jpg,https://en.wikipedia.org/wiki/Blue-winged_teal
birds,Pelecaniformes,"Ardeidae: Bitterns, Herons & Egrets",grnher,Green heron,Butorides virescens,14,0,14,Least Concern,0.4,Significant increase in population in last 5 years.,Positive,14,1,April,Native,"The green heron (Butorides virescens) is a small heron of North and Central America. Butorides is from Middle English butor ""bittern"" and Ancient Greek -oides, ""resembling"", and virescens is Latin for ""greenish"".[2]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/GreenHeron_Gam.jpg/220px-GreenHeron_Gam.jpg,https://en.wikipedia.org/wiki/Green_heron
birds,Pelecaniformes,"Ardeidae: Bitterns, Herons & Egrets",libher,Little blue heron,Egretta caerulea,7,0,7,Least Concern,0.3333333333333333,Significant increase in population in last 5 years.,Positive,7,1,April,Native,The little blue heron (Egretta caerulea) is a small heron belonging to the family Ardeidae.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Egretta_caerulea_-Cananeia%2C_Sao_Paulo%2C_Brasil-8.jpg/220px-Egretta_caerulea_-Cananeia%2C_Sao_Paulo%2C_Brasil-8.jpg,https://en.wikipedia.org/wiki/Little_blue_heron
birds,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",musduc,Muscovy duck,Cairina moschata,84,0,84,Least Concern,0.5333333333333333,High populations reported in last 5 years. Significant increase in population in last 5 years.,Positive,84,1,April,Non Native,"The Muscovy duck (Cairina moschata) is a large duck native to the Americas, from the Rio Grande Valley of Texas and Mexico south to Argentina and Uruguay. Small wild and feral breeding populations have established themselves in the United States, particularly in Florida, Louisiana, Massachusetts, the Big Island of Hawaii, as well as in many other parts of North America, including southern Canada. Feral Muscovy ducks are found in New Zealand, Australia, and in parts of Europe.[3][4]",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/MuscovyDuck.jpg/220px-MuscovyDuck.jpg,https://en.wikipedia.org/wiki/Muscovy_duck
birds,Pelecaniformes,"Ardeidae: Bitterns, Herons & Egrets",grbher,Great blue heron,Ardea herodias,1,0,1,Least Concern,0.3333333333333333,Significant increase in population in last 5 years.,Positive,1,1,December,Native,"The great blue heron was one of the many species originally described by Carl Linnaeus in his 18th-century work, Systema Naturae.[4] The scientific name comes from Latin  ardea, and Ancient Greek ἐρῳδιός (erōdios), both meaning ""heron"".[5]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Great_blue_heron_%28Ardea_herodias_occidentalis%29_white_form.JPG/220px-Great_blue_heron_%28Ardea_herodias_occidentalis%29_white_form.JPG,https://en.wikipedia.org/wiki/Great_blue_heron
birds,Coraciiformes,Alcedinidae: Kingfishers,belkin1,Belted kingfisher,Megaceryle alcyon,0,2,3,Least Concern,-0.43333333333333335,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-2,-1,December,Native,"The belted kingfisher (Megaceryle alcyon) is a large, conspicuous water kingfisher, native to North America. All kingfishers were formerly placed in one family, Alcedinidae, but recent research suggests that this should be divided into three subfamilies.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Megaceryle_alcyon_femelle.jpg/220px-Megaceryle_alcyon_femelle.jpg,https://en.wikipedia.org/wiki/Belted_kingfisher
NA,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",domgoo1,NA,Anser (family/genus),0,0,28,NA,-0.03333333333333332,Notable decrease in population in last 5 years.,Negative,0,0,January,Unknown,NA,https:NA,https://en.wikipedia.org/wiki/NA
NA,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",accipi,NA,Accipiter (family/genus),0,0,6,NA,-0.16666666666666666,Notable decrease in population in last 5 years.,Negative,0,0,January,Unknown,NA,https:NA,https://en.wikipedia.org/wiki/NA
birds,Passeriformes,Parulidae (New World Warblers),tenwar,Tennessee warbler,Oreothlypis peregrina,0,0,6,Least Concern,-0.16666666666666666,Notable decrease in population in last 5 years.,Negative,0,0,February,Non Native,"The Tennessee warbler (Leiothlypis peregrina) is a New World warbler that breeds in eastern North America and winters in southern Central America, the Caribbean, and northern South America. The specific name peregrina is from  Latin  peregrinus ""wanderer"".[2]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Tennessee_Warbler_2.jpg/220px-Tennessee_Warbler_2.jpg,https://en.wikipedia.org/wiki/Tennessee_warbler
birds,Passeriformes,Parulidae: Wood Warblers,yelwar,American yellow warbler,Setophaga petechia,7,0,7,Least Concern,0.3333333333333333,Significant increase in population in last 5 years.,Positive,7,1,January,Native,"The yellow warbler (Setophaga petechia) is a New World warbler species. Yellow warblers are the most widespread species in the diverse genus Setophaga, breeding in almost the whole of North America, the Caribbean, and down to northern South America.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Dendroica-aestiva-001.jpg/220px-Dendroica-aestiva-001.jpg,https://en.wikipedia.org/wiki/American_yellow_warbler
birds,Passeriformes,Parulidae: Wood Warblers,palwar3,Palm warbler,Setophaga palmarum,0,0,5,Least Concern,-0.16666666666666666,Notable decrease in population in last 5 years.,Negative,0,0,November,Native,The palm warbler (Setophaga palmarum) is a small songbird of the New World warbler family.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Palm_Warbler.jpg/220px-Palm_Warbler.jpg,https://en.wikipedia.org/wiki/Palm_warbler
birds,Passeriformes,"Corvidae: Jays, Crows & Magpies",comrav,Common raven,Corvus corax,0,1,3,Least Concern,-0.43333333333333335,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-1,-1,January,Native,"The common raven (Corvus corax), also known as the western raven or  northern raven when discussing the raven at the subspecies level, is a large all-black   passerine bird. Found across the Northern Hemisphere, it is the most widely distributed of all corvids. There are at least eight subspecies with little variation in appearance, although recent research has demonstrated significant genetic differences among populations from various regions. It is one of the two largest corvids, alongside the thick-billed raven, and is possibly the heaviest passerine bird; at maturity, the common raven averages 63 centimetres (25 inches) in length and 1.2 kilograms (2.6 pounds) in mass. Although their typical lifespan is considerably shorter, common ravens can live more than 23 years in the wild. Young birds may travel in flocks but later mate for life, with each mated pair defending a territory.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Corvus_corax.001_-_Tower_of_London.JPG/220px-Corvus_corax.001_-_Tower_of_London.JPG,https://en.wikipedia.org/wiki/Common_raven
birds,Passeriformes,Parulidae: Wood Warblers,yetwar,Yellow-throated warbler,Setophaga dominica,5,15,33,Least Concern,-0.06666666666666665,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-10,-0.6666666666666666,March,Native,The yellow-throated warbler (Setophaga dominica) is a small migratory songbird species breeding in temperate North America. It belongs to the New World warbler family (Parulidae).[2],https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Yellow-throated_Warbler_2.jpg/220px-Yellow-throated_Warbler_2.jpg,https://en.wikipedia.org/wiki/Yellow-throated_warbler
birds,Passeriformes,Vireonidae: Vireos,whevir,White-eyed vireo,Vireo griseus,0,3,3,Least Concern,-0.43333333333333335,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-3,-1,November,Native,The white-eyed vireo (Vireo griseus) is a small songbird of the family Vireonidae.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/WhiteEyedVireoMaine.jpg/220px-WhiteEyedVireoMaine.jpg,https://en.wikipedia.org/wiki/White-eyed_vireo
birds,Falconiformes,Falconidae: Falcons,perfal,Peregrine falcon,Falco peregrinus,0,3,3,Least Concern,-0.43333333333333335,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-3,-1,November,Native,"The peregrine falcon (Falco peregrinus), also known as the peregrine,[3] and historically as the duck hawk in North America,[4] is a cosmopolitan bird of prey (raptor) in the family Falconidae. A large, crow-sized falcon, it has a blue-grey back, barred white underparts, and a black head. The peregrine is renowned for its speed, reaching up to 320 km/h (200 mph) during its characteristic hunting stoop (high-speed dive),[5] making it the fastest member of the animal kingdom.[6][7][8] According to a National Geographic TV program, the highest measured speed of a peregrine falcon is 389 km/h (242 mph).[9][10] As is typical for bird-eating raptors, peregrine falcons are sexually dimorphic, with females being considerably larger than males.[11][12]",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Falco_peregrinus_good_-_Christopher_Watson.jpg/220px-Falco_peregrinus_good_-_Christopher_Watson.jpg,https://en.wikipedia.org/wiki/Peregrine_falcon
birds,Falconiformes,Falconidae: Falcons,merlin,Merlin (bird),Falco columbarius,0,2,2,Least Concern,-0.43333333333333335,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-2,-1,December,Native,"The merlin (Falco columbarius) is a small species of falcon from the Northern Hemisphere,[2] with numerous subspecies throughout North America and Eurasia. A bird of prey once known colloquially as a pigeon hawk in North America, the merlin breeds in the northern Holarctic; some migrate to subtropical and northern tropical regions in winter.  Males typically have wingspans of 53–58 centimetres (21–23 in), with females being slightly larger. They are swift fliers and skilled hunters who specialize in preying on small birds in the size range of sparrows to quail. The merlin has for centuries been well regarded as a falconry bird. In recent decades merlin populations in North America have been significantly increasing, with some merlins becoming so well adapted to city life that they forgo migration.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Merlin_prey_fencepost_Cochrane_cropped.jpg/220px-Merlin_prey_fencepost_Cochrane_cropped.jpg,https://en.wikipedia.org/wiki/Merlin_(bird)
birds,Pelecaniformes,"Ardeidae: Bitterns, Herons & Egrets",ycnher,Yellow-crowned night heron,Nyctanassa violacea,16,0,16,Least Concern,0.4,Significant increase in population in last 5 years.,Positive,16,1,March,Native,"The yellow-crowned night heron is a rather stocky wading bird, ranging from 55 to 70 cm (1 ft 10 in – 2 ft 4 in) and from 650 to 850 g (1.43–1.87 lb), the females being a little smaller than the males. The yellow-crowned night heron has a wingspan ranging from 101 to 112 cm (3 ft 4 in – 3 ft 8 in).[2] The neck, slim when extended, exposes its large head (compared to its body), with a large and heavy bill.[3][4][5]",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Yellow-crowned_Night_Heron_in_Cape_May_County%2C_New_Jersey.png/220px-Yellow-crowned_Night_Heron_in_Cape_May_County%2C_New_Jersey.png,https://en.wikipedia.org/wiki/Yellow-crowned_night_heron
birds,Passeriformes,Tyrannidae: Tyrant Flycatchers,grcfly,Great crested flycatcher,Myiarchus crinitus,0,11,12,Least Concern,-0.3666666666666667,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-11,-1,April,Native,"The great crested flycatcher (Myiarchus crinitus) is a large insect-eating bird of the tyrant flycatcher family. It is the most widespread member of the genus Myiarchus in North America, and is found over most of the eastern and mid-western portions of the continent.[2] It dwells mostly in the treetops and rarely is found on the ground.[3]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Great_Crested_Flycatcher_RWD2.jpg/220px-Great_Crested_Flycatcher_RWD2.jpg,https://en.wikipedia.org/wiki/Great_crested_flycatcher
birds,Passeriformes,Troglodytidae: Wrens,winwre3,Winter wren,Troglodytes hiemalis,0,0,6,Least Concern,-0.16666666666666666,Notable decrease in population in last 5 years.,Negative,0,0,December,Native,The winter wren (Troglodytes hiemalis) is a very small North American bird and a member of the mainly New World wren family Troglodytidae. It was once lumped with the Pacific wren (Troglodytes pacificus) of western North America and the Eurasian wren (Troglodytes troglodytes) of Eurasia under the name winter wren.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Winter_wren_in_Prospect_Park_%2832249%29.jpg/220px-Winter_wren_in_Prospect_Park_%2832249%29.jpg,https://en.wikipedia.org/wiki/Winter_wren
birds,Columbiformes,Columbidae: Pigeons and Doves,whwdov,White-winged dove,Zenaida asiatica,0,0,12,Least Concern,-0.1,Notable decrease in population in last 5 years.,Negative,0,0,February,Native,"The white-winged dove (Zenaida asiatica) is a dove whose native range extends from the Southwestern United States through Mexico, Central America, and the Caribbean. They are large for doves, and can be distinguished from similar doves by the distinctive white edge on their wings. They have a blue eyering, and red eyes. The plumage is brownish-gray to gray. Juveniles are duller in color, and have brown eyes. The call is likened to English phrase ""who cooks for you"". There are three subspecies. It was first described by George Edwards in 1743, and given its binomial name by Linnaeus in 1756. It was moved into the genus Zenaida in 1838.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Zenaida_asiatica_-Tuscon_-Arizona_-USA_-8a.jpg/220px-Zenaida_asiatica_-Tuscon_-Arizona_-USA_-8a.jpg,https://en.wikipedia.org/wiki/White-winged_dove
birds,Passeriformes,Passerellidae: New World Sparrows and Towhees,savspa,Savannah sparrow,Passerculus sandwichensis,3,8,11,Least Concern,0.03333333333333335,Notable decrease in sightings from 2020-2021. Moderate increase in population in last 5 years.,Negative,-5,-0.625,January,Native,"The Savannah sparrow (Passerculus sandwichensis) is a small New World sparrow. It was the only member of the genus Passerculus and is typically the only widely accepted member. Comparison of mtDNA NADH dehydrogenase subunit 2 and 3 sequences indicates that the Ipswich sparrow, formerly usually considered a valid species (as Passerculus princeps), is a well-marked subspecies of the Savannah sparrow, whereas the southwestern large-billed sparrow should be recognized as a distinct species (Passerculus rostratus).[2]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Passerculus_sandwichensis_crop.jpg/220px-Passerculus_sandwichensis_crop.jpg,https://en.wikipedia.org/wiki/Savannah_sparrow
birds,Passeriformes,Passerellidae: New World Sparrows and Towhees,foxsp1,Red fox sparrow,Passerella iliaca iliaca,6,1,13,Least Concern,0.5666666666666667,Significant increase in sightings from 2020-2021. Moderate increase in population in last 5 years.,Positive,5,5,January,Native,"Red fox sparrow is the collective name for the most brightly colored taxa in the American sparrow genus Passerella, the Passerella iliaca iliaca group.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Passerella_iliaca-001.jpg/220px-Passerella_iliaca-001.jpg,https://en.wikipedia.org/wiki/Red_fox_sparrow
birds,Passeriformes,Vireonidae: Vireos,reevir1,Red-eyed vireo,Vireo olivaceus,1,0,1,Least Concern,0.3333333333333333,Significant increase in population in last 5 years.,Positive,1,1,January,Native,"The red-eyed vireo (Vireo olivaceus) is a small American songbird. It is somewhat warbler-like but not closely related to the New World warblers (Parulidae). Common across its vast range, this species is not considered threatened by the IUCN.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Vireo_olivaceus_-Madison_-Wisconsin_-USA-8.jpg/220px-Vireo_olivaceus_-Madison_-Wisconsin_-USA-8.jpg,https://en.wikipedia.org/wiki/Red-eyed_vireo
birds,Galliformes,Phasianidae: Grouse and Turkeys,wiltur,Wild turkey,Meleagris gallopavo,34,58,221,Least Concern,0.13333333333333333,Notable decrease in sightings from 2020-2021. High populations reported in last 5 years. Notable decrease in population in last 5 years.,Negative,-24,-0.41379310344827586,March,Native,"The wild turkey (Meleagris gallopavo) is an upland ground bird native to North America, one of two extant species of turkey, and the heaviest member of the order Galliformes. It is the ancestor to the domestic turkey, which was originally derived from a southern Mexican subspecies of wild turkey (not the related ocellated turkey). Although native to North America, the turkey probably got its name from the domesticated variety being imported to Britain in ships coming from the Levant via Spain. The British at the time therefore associated the wild turkey with the country Turkey and the name prevails.[2][3][4] An alternative theory posits that another bird, a guinea fowl native to Madagascar introduced to England by Turkish merchants, was the original source, and that the term was then transferred to the New World bird by English colonizers with knowledge of the previous species.[5]",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Wild_Turkey_%28female%29_-_Meleagris_gallopavo%2C_Occoquan_Bay_National_Wildlife_Refuge%2C_Woodbridge%2C_Virginia.jpg/220px-Wild_Turkey_%28female%29_-_Meleagris_gallopavo%2C_Occoquan_Bay_National_Wildlife_Refuge%2C_Woodbridge%2C_Virginia.jpg,https://en.wikipedia.org/wiki/Wild_turkey
birds,Charadriiformes,Scolopacidae: Sandpipers,amewoo,American woodcock,Scolopax minor,0,0,1,Least Concern,-0.16666666666666666,Notable decrease in population in last 5 years.,Negative,0,0,January,Native,"The American woodcock (Scolopax minor), sometimes colloquially referred to as the timberdoodle, the bogsucker, the hokumpoke, and the Labrador twister,[2] is a small shorebird species found primarily in the eastern half of North America. Woodcocks spend most of their time on the ground in brushy, young-forest habitats, where the birds' brown, black, and gray plumage provides excellent camouflage.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/American_Woodcock_Scolopax_minor.jpg/220px-American_Woodcock_Scolopax_minor.jpg,https://en.wikipedia.org/wiki/American_woodcock
birds,Passeriformes,Parulidae: Wood Warblers,amered,American redstart,Setophaga ruticilla,0,0,2,Least Concern,-0.16666666666666666,Notable decrease in population in last 5 years.,Negative,0,0,February,Native,The American redstart was described by Carl Linnaeus in 1758 in the 10th edition of his Systema Naturae under the binomial name Motacilla ruticilla.[2],https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Setophaga_ruticilla_%28femelle%29.jpg/220px-Setophaga_ruticilla_%28femelle%29.jpg,https://en.wikipedia.org/wiki/American_redstart
birds,Passeriformes,"Cardinalidae: Tanagers, Cardinals, Grosbeaks & Dickcissels",sumtan,Summer tanager,Piranga rubra,0,4,4,Least Concern,-0.43333333333333335,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-4,-1,April,Native,"The summer tanager was formally described by the Swedish naturalist Carl Linnaeus in 1758 in the tenth edition of his Systema Naturae under the binomial name Fringilla rubra.[3] Linnaeus based his description on the ""summer red-bird"" described and illustrated by Mark Catesby in his The Natural History of Carolina, Florida and the Bahama Islands which was published in 1729–1732.[4] Catesby gave the location as Carolina, Linnaeus specified America; the type location is now South Carolina.[5] The summer tanager is the type species of the genus Piranga that was introduced by the French ornithologist Louis Jean Pierre Vieillot in 1808.[6][7] The genus name Piranga is from Tupi Tijepiranga, the name for an unknown small bird; the specific rubra is from Latin ruber meaning ""red"".[8]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Summer_Tanager_Female_Mexico_%28cropped%29.jpg/220px-Summer_Tanager_Female_Mexico_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Summer_tanager
